Company Name,Address,City,State,Zip,County,Phone Number,Fax Number,Company Contact,Contact Title,Employees,Revenue,Industry,SIC Code,SIC Code Description,Website
Metro Roofing Supplies Inc,95 Elmcroft Rd,Stamford,CT,06902-7303,Fairfield,Not in Sample,Not in Sample,Rich Broccoli,Owner,10,2809620,"Mobile Home Dealers, Garden Supply, Building Materials and Hardware (Construction)",5211,Lumber And Other Building Materials,www.metroroofingsupplies.com
Anatra Insurance Svc,2614 Boston Post Rd # 34b,Guilford,CT,06437-1370,New Haven,Not in Sample,Not in Sample,Kim Anatra'Welch,Manager,2,284280,"Insurance Brokers, Agents and Services (Insurance)",6411,"Insurance Agents, Brokers, And Service",www.anatra.com
Big East Equipment Co Inc,25 E Industrial Rd,Branford,CT,06405-6508,New Haven,Not in Sample,Not in Sample,David Zevetchin,President,33,20579400,Wholesale Trade - Durable Goods (Products),5082,Construction And Mining Machinery,www.bigeastequip.com
Direct Media Inc,200 Pemberwick Rd,Greenwich,CT,06831-4273,Fairfield,Not in Sample,Not in Sample,Dave Florence,President,360,49266000,Business Services (Services),7331,Direct Mail Advertising Services,www.directmedia.com
Olive Garden Italian Rstrnt,36 Backus Ave,Danbury,CT,06810-7329,Fairfield,Not in Sample,Not in Sample,Tara Banzuuk,Manager,120,4992000,Eating and Drinking Establishments (Food),5812,Eating Places,www.olivegarden.com
Stone Bazaar Com,755 Main St # 7,Monroe,CT,06468-2830,Fairfield,Not in Sample,Not in Sample,,,8,970200,Quarrying and Mining of Non-Metallic Minerals other than Fuels (Mining),1411,Dimension Stone,www.stonebazaar.com
Eastern Cable Networks Corp,700 Canal St,Stamford,CT,06902-5921,Fairfield,Not in Sample,Not in Sample,Rick Perrone,Owner,4,512160,Construction - Special Trade Contractors (Construction),1731,Electrical Work,www.luckybowler.net
St John's Episcopal Parish,768 Fairfield Ave,Bridgeport,CT,06604-3701,Fairfield,Not in Sample,Not in Sample,,,4,0,Membership Organizations (Organizations),8661,Religious Organizations,www.saintjohnbridgeport.org
Refined Canine,,West Haven,CT,06516-0000,New Haven,Not in Sample,Not in Sample,Michelle Douglas,Owner,2,161280,Agricultural Services (Services),752,Animal Specialty Services,www.refinedcanine.com
Wistful Vista Telephone Co,26 Bank St,Seymour,CT,06483-2802,New Haven,Not in Sample,Not in Sample,Dave Johnson,Owner,1,85360,Miscellaneous Retail (Stores),5932,Used Merchandise Stores,www.oldtimephones.com
Strategic Communications,6 Rockland Park,Branford,CT,06405-4720,New Haven,Not in Sample,Not in Sample,Marya Holcombe,Owner,2,343400,"Engineering, Management, Accounting, Research and Related Industries (Services)",8742,Management Consulting Services,www.strategiccomm.com
Curtiss & Crandon Realtors,45 S Main St,Newtown,CT,06470-2141,Fairfield,Not in Sample,Not in Sample,John Klopfenstein,Partner,18,2729580,Real Estate (Housing),6531,Real Estate Agents And Managers,www.curtisscrandon.com
Newtown Savings Bank,39 Main St,Newtown,CT,06470-2139,Fairfield,Not in Sample,Not in Sample,John J Martocci,CEO,160,629958120,Depository Institutions (Credit),6021,National Commercial Banks,www.nsbweb.com
Engelman & Welch-Rubin,195 Church St,New Haven,CT,06510-4095,New Haven,Not in Sample,Not in Sample,Robert J Engelman,Partner,10,1204070,Legal Services (Services),8111,Legal Services,www.ewrlaw.com
Howard Engineering Co Inc,687 Wooster St,Naugatuck,CT,06770-3135,New Haven,Not in Sample,Not in Sample,Nelson Keefe,Manager,41,8080000,Fabricated Metal Products other than Transport and Machinery Equipment (Equipment),3469,"Metal Stampings, Nec",www.howardengineering.com
James O Gaston Law Offices,239 Golden Hill St,Bridgeport,CT,06604-4103,Fairfield,Not in Sample,Not in Sample,James O Gaston,Owner,3,490980,Legal Services (Services),8111,Legal Services,www.ctdwi.com
Martine & Co,34 E Putnam Ave # 102,Greenwich,CT,06830-5425,Fairfield,Not in Sample,Not in Sample,Gene Martine,Owner,2,328640,Business Services (Services),7311,Advertising Agencies,www.martineandco.com
DCI Consulting,158 Danbury Rd # 1,Ridgefield,CT,06877-3200,Fairfield,Not in Sample,Not in Sample,Otto Deluke,President,11,1865160,Business Services (Services),7371,Custom Computer Programming Services,www.dcicenter.com
Stackhouse Garber & Assoc,11 Forest St # 3,New Canaan,CT,06840-4745,Fairfield,Not in Sample,Not in Sample,Brad Stackhouse,Owner,9,948640,Educational Services (Services),8299,"Schools And Educational Services, Nec",www.sgainteractive.com
Affinity Partners,1465 Post Rd E,Westport,CT,06880-5528,Fairfield,Not in Sample,Not in Sample,John Ragland,Executive Director,5,875500,"Engineering, Management, Accounting, Research and Related Industries (Services)",8742,Management Consulting Services,www.affinityp.com
Bridgeport Area Youth Ministry,916 Connecticut Ave,Bridgeport,CT,06607-1205,Fairfield,Not in Sample,Not in Sample,George Stowell,Religious Leader,11,0,Social Services (Services),8322,Individual And Family Services,www.baym.org
North American Theatrix LTD,205 Interstate Ln,Waterbury,CT,06705-2642,New Haven,Not in Sample,Not in Sample,Jeff Mele,Owner,22,20604000,Wholesale Trade - Durable Goods (Products),5065,"Electronic Parts And Equipment, Nec",www.natheatrix.com
Copper & Brass Sales Inc,84 Turnpike Dr,Middlebury,CT,06762-1819,New Haven,Not in Sample,Not in Sample,Robert Perry,Manager,12,11632170,Wholesale Trade - Durable Goods (Products),5051,Metals Service Centers And Offices,www.copperandbrasssales.com
Staples The Office Superstore,775 Main St S,Southbury,CT,06488-2271,New Haven,Not in Sample,Not in Sample,Kate Stakum,Manager,27,3085500,Miscellaneous Retail (Stores),5943,Stationery Stores,www.staples.com
Blue-Print Sales & Svc,300 Chestnut Tree Hill Rd,Oxford,CT,06478-1142,New Haven,Not in Sample,Not in Sample,Robert Clstigan,Owner,3,989010,Wholesale Trade - Durable Goods (Products),5044,Office Equipment,www.bluprint.com
NDS Nowak Data Systems,155 East St,New Haven,CT,06511-5916,New Haven,Not in Sample,Not in Sample,James Nowak,Owner,6,2508660,"Furnishing, Equipment and Home Furniture Stores (Stores)",5734,Computer And Software Stores,www.nowdatasys.com
Sacred Heart Rectory,30 Church St,West Redding,CT,06896-3103,Fairfield,Not in Sample,Not in Sample,Joseph Joaquin,Religious Leader,5,0,Membership Organizations (Organizations),8661,Religious Organizations,www.sacredheartgeorgetownct.org
Austin Mc Guire Co,64 Wall St # 401,Norwalk,CT,06850-3404,Fairfield,Not in Sample,Not in Sample,Michael Mc Guire,Owner,7,812040,Real Estate (Housing),6531,Real Estate Agents And Managers,www.valuenet123.com
Newtek Electronics,215 Research Dr,Milford,CT,06460-8554,New Haven,Not in Sample,Not in Sample,Robert Furst,Owner,4,582400,"Electrical, Electronic and Components other than Computer Equipment (Equipment)",3676,Electronic Resistors,www.newtekelectronics.com
KIRK Products Co,1 Rimmon St,Seymour,CT,06483-2725,New Haven,Not in Sample,Not in Sample,John Viets,President,5,2373560,Wholesale Trade - Durable Goods (Products),5087,Service Establishment Equipment,www.kirkproducts.com
General American Life Ins,175 N Main St,Branford,CT,06405-3019,New Haven,Not in Sample,Not in Sample,,,4,535440,"Insurance Brokers, Agents and Services (Insurance)",6411,"Insurance Agents, Brokers, And Service",www.bullardfinancial.com
William Raveis Real Estate,817 Long Ridge Rd,Stamford,CT,06902-1282,Fairfield,Not in Sample,Not in Sample,Lorraine Leonard,President,13,1380200,Real Estate (Housing),6531,Real Estate Agents And Managers,www.lorraineleonard.com
Black Rock Congregational Chr,3685 Black Rock Tpke,Fairfield,CT,06825-7299,Fairfield,Not in Sample,Not in Sample,Stephen Treash,Religious Leader,19,0,Membership Organizations (Organizations),8661,Religious Organizations,www.brcc.org
Marx Rolling Dance Review,72 Shaker Rd,New Canaan,CT,06840-6431,Fairfield,Not in Sample,Not in Sample,Marx Rolling,Owner,27,5610000,Amusement and Recreation Services (Services),7929,Entertainers And Entertainment Groups,www.mrdr.com
Lion Hill Farm,1020 Sport Hill Rd,Easton,CT,06612-1227,Fairfield,Not in Sample,Not in Sample,John Shepherd,Owner,12,1081080,Amusement and Recreation Services (Services),7999,"Amusement And Recreation, Nec",www.lionhillfarm.com
IRONQ.COM,82 Campbell Ave,West Haven,CT,06516-5927,New Haven,Not in Sample,Not in Sample,Tora Allen,Owner,1,111100,Food Stores (Food),5499,Miscellaneous Food Stores,www.ironq.com
Legion Of Christ Inc,53 Rossotto Dr,Hamden,CT,06514-1367,New Haven,Not in Sample,Not in Sample,,,4,0,Membership Organizations (Organizations),8661,Religious Organizations,www.lecristo.org
Cruisers Motor Sports,398 Federal Rd,Brookfield,CT,06804-2049,Fairfield,Not in Sample,Not in Sample,Bobby Schmuz,Owner,1,144400,Gasoline Service Stations and Automotive Dealers (Automotive),5531,Auto And Home Supply Stores,www.cruisersmotorsports.com
D & G Plumbing & Heating Inc,P.O. BOX 149,Piggott,AR,72454-0149,Clay,Not in Sample,Not in Sample,Raymond Dismukes,President,12,656500,Construction - Special Trade Contractors (Construction),1711,"Plumbing, Heating, Air-Conditioning",
Catholic Family Svc Long Hill,514 Long Hill Rd,Waterbury,CT,06705-1302,New Haven,Not in Sample,Not in Sample,Evelyn Rodriguez,Executive Director,21,574740,Social Services (Services),8351,Child Day Care Services,www.cccfs.org
Tile America,487 Federal Rd # D,Brookfield,CT,06804-2043,Fairfield,Not in Sample,Not in Sample,Martin Niatopski,Manager,5,1102000,Construction - Special Trade Contractors (Construction),1743,"Terrazzo, Tile, Marble And Mossaic Work",www.tileamerica.com
International Executive Svc,333 Ludlow St,Stamford,CT,06902-8904,Fairfield,Not in Sample,Not in Sample,,,62,8200800,Miscellaneous Services (Services),8999,"Services, Nec",www.iesc.org
Jan Manufacturing Co,14 Town Line Rd # H,Wolcott,CT,06716-2635,New Haven,Not in Sample,Not in Sample,John Ciavarella,President,9,993840,Commercial and Industrial Machinery and Computer Equipment (Equipment),3599,"Industrial Machinery, Nec",www.ctcueparts.com
Casper & De Toledo LLC,1458 Bedford St,Stamford,CT,06905-4714,Fairfield,Not in Sample,Not in Sample,Stewart M Casper,Partner,10,1818630,Legal Services (Services),8111,Legal Services,www.casperdetoledo.com
Stamford Police Chief's Office,805 Bedford St,Stamford,CT,06901-1194,Fairfield,Not in Sample,Not in Sample,Dean Esserman,Manager,2,0,"Public Order, Safety and Justice (Government)",9221,Police Protection,www.stamfordspa.com
FILMFUNWEAR.COM,275 Wellington Dr,Fairfield,CT,06824-1983,Fairfield,Not in Sample,Not in Sample,Mark Breslin,Owner,1,107120,Business Services (Services),7319,"Advertising, Nec",www.filmfunwear.com
Dietze & Assoc,88 Danbury Rd,Wilton,CT,06897-4423,Fairfield,Not in Sample,Not in Sample,Dwight Annesley,Manager,13,2190300,Transportation Services (Services),4731,Freight Transportation Arrangement,www.dietze-assoc.com
Jcl Inc,500 Monroe Tpke # B133,Monroe,CT,06468-2354,Fairfield,Not in Sample,Not in Sample,Michael Iovino,Owner,10,172710,Personal Services (Services),7291,Tax Return Preparation Services,www.search4life.com
E S & H Compliance,1795 Boston Post Rd # 4b,Guilford,CT,06437-4322,New Haven,Not in Sample,Not in Sample,Katherine M Bepko,President,11,949400,Business Services (Services),7389,"Business Services, Nec",www.eshcompliance.com
Kidambi & Assoc,800 Summer St # 209,Stamford,CT,06901-1048,Fairfield,Not in Sample,Not in Sample,Vaman B Kidambi,Owner,5,860050,Legal Services (Services),8111,Legal Services,www.kidambi.com
Highland Bowl LLC,1211 Highland Ave,Cheshire,CT,06410-1629,New Haven,Not in Sample,Not in Sample,Todd Turcotte,Owner,4,246960,Amusement and Recreation Services (Services),7933,Bowling Centers,www.cthighlandbowl.com
Floor Graphics Inc,8 Corporate Park,Stratford,CT,06614-0000,Fairfield,Not in Sample,Not in Sample,Jodee Parkinsin,Manager,13,1427580,Business Services (Services),7319,"Advertising, Nec",www.floorgraphics.com
Trollplast Inc,56 Old Bridge Rd,Brookfield,CT,06804-1222,Fairfield,Not in Sample,Not in Sample,Gunilla Horrocks,Manager,3,1776060,Wholesale Trade - Durable Goods (Products),5047,Medical And Hospital Equipment,www.trollplast.com
Sharper Image Inc,7 Backus Ave # D204,Danbury,CT,06810-7422,Fairfield,Not in Sample,Not in Sample,John Kasmeyer,Manager,6,2688000,General Merchandise Stores (Stores),5399,Miscellaneous General Merchandise Stores,www.sharperimage.com
State Attorney,146 White St,Danbury,CT,06810-6810,Fairfield,Not in Sample,Not in Sample,Walter Flanagan,Manager,13,0,"Public Order, Safety and Justice (Government)",9222,Legal Counsel And Prosecution,www.csao.state.ct.us
Slickbar Products Corp,18 Beach St,Seymour,CT,06483-3702,New Haven,Not in Sample,Not in Sample,Peter Ziehl,Owner,34,9199080,Commercial and Industrial Machinery and Computer Equipment (Equipment),3533,Oil And Gas Field Machinery,www.slickbar.com
Obstetrics-Gynecology,675 S Main St # C,Cheshire,CT,06410-3153,New Haven,Not in Sample,Not in Sample,Diane Prunier,Manager,14,4004650,Health Services (Services),8011,Offices And Clinics Of Medical Doctors,www.ob-gyn-infertility.com
Fleet Environmental Svc,3 Trowbridge Dr,Bethel,CT,06801-2858,Fairfield,Not in Sample,Not in Sample,Thomas Calter,Owner,32,3794400,Construction - Special Trade Contractors (Construction),1799,"Special Trade Contractors, Nec",www.fleetenvironmental.net
European Travel Management Inc,237 Post Rd W,Westport,CT,06880-4755,Fairfield,Not in Sample,Not in Sample,John Murray,President,16,1075650,Transportation Services (Services),4724,Travel Agencies,www.etmtravelgroup.com
Advanced Delivery Systems Inc,1071 Post Rd E # 3,Westport,CT,06880-5361,Fairfield,Not in Sample,Not in Sample,Stuart Levine,Owner,2,812160,Motor Freight Transportation (Transportation),4212,"Local Trucking, Without Storage",www.adsjordan.com
Community Chapel Of C & Ma,22 Weekeepeemee Rd,Southbury,CT,06488-0000,New Haven,Not in Sample,Not in Sample,James Welty,Religious Leader,1,0,Membership Organizations (Organizations),8661,Religious Organizations,www.communitychapel.org
Izzo Consulting & Training,56 Chestnut Dr,Derby,CT,06418-2308,New Haven,Not in Sample,Not in Sample,Karen Izzo,President,2,454500,"Engineering, Management, Accounting, Research and Related Industries (Services)",8748,"Business Consulting, Nec",www.securitysoftwaresolutions.com
Katz's Restaurant Deli,1658 Litchfield Tpke,Woodbridge,CT,06525-2306,New Haven,Not in Sample,Not in Sample,Steven Katz,President,17,612000,Eating and Drinking Establishments (Food),5812,Eating Places,www.katzsdelirestaurant.com
Forecast International Inc,22 Commerce Rd,Newtown,CT,06470-1643,Fairfield,Not in Sample,Not in Sample,Edward M Nebinger,President,48,6930000,"Publishing, Allied and Printing Industries (Industries)",2741,Miscellaneous Publishing,www.forecastinternational.com
Dwyer Aluminum Mast Co,2 Commerce Dr,North Branford,CT,06471-1200,New Haven,Not in Sample,Not in Sample,Robert J Dwyer,Owner,9,1584000,Fabricated Metal Products other than Transport and Machinery Equipment (Equipment),3429,"Hardware, Nec",www.dwyermast.com
Unitec,4 Larson Dr,Danbury,CT,06810-5132,Fairfield,Not in Sample,Not in Sample,Albert Coccaro,Owner,17,4911300,Transportation Equipment (Equipment),3714,Motor Vehicle Parts And Accessories,www.unitec-mfg.com
St Mary's Church,5 Hillhouse Ave,New Haven,CT,06511-6800,New Haven,Not in Sample,Not in Sample,William Holt,Religious Leader,6,0,Membership Organizations (Organizations),8661,Religious Organizations,www.stmarys-priory.com
Desh Contractors,83 Bradley Rd,Madison,CT,06443-2602,New Haven,Not in Sample,Not in Sample,Robert Deshefy,Owner,1,442380,Building Construction - Operative Builders and General Contractors (Construction),1542,"Nonresidential Construction, Nec",www.designenclosures.com
Christ Church,254 E Putnam Ave,Greenwich,CT,06830-4871,Fairfield,Not in Sample,Not in Sample,Jeffrey H Walker,Religious Leader,22,0,Membership Organizations (Organizations),8661,Religious Organizations,www.christchurchgreenwich.com
Don Osgood Career Performance,717 Hunting Ridge Rd,Stamford,CT,06903-2228,Fairfield,Not in Sample,Not in Sample,Don Osgood,President,2,110200,Social Services (Services),8331,Job Training And Related Services,www.hitchhikerbooks.com
Fruits & Flowers,,Westport,CT,06880-0000,Fairfield,Not in Sample,Not in Sample,Lisa Fede,Owner,5,343400,Miscellaneous Retail (Stores),5992,Florists,www.fruitsandflowers.net
35 MM Photo Labs,31 E Elm St,Greenwich,CT,06830-6546,Fairfield,Not in Sample,Not in Sample,Andre Schipper,Owner,5,757350,Business Services (Services),7374,Data Processing And Preparation,www.35mmphotolabs.com
St John-The Cross Rlgs Edu Off,530 Middlebury Rd # 202b,Middlebury,CT,06762-2558,New Haven,Not in Sample,Not in Sample,Annette Williams,Religious Leader,3,0,Membership Organizations (Organizations),8661,Religious Organizations,www.stjohnofthecrosschurch.org
Howard Johnson,1052 Boston Post Rd,Milford,CT,06460-3543,New Haven,Not in Sample,Not in Sample,Larry Yergeau,Manager,39,2730000,"Camps, Rooming Houses, Hotels and Other Lodging Places (Lodging)",7011,Hotels And Motels,www.hojos.com
Microwave Towers Svc Inc,105 Progress Ln,Waterbury,CT,06705-3830,New Haven,Not in Sample,Not in Sample,,,3,414060,Miscellaneous Services (Services),8999,"Services, Nec",www.mts1.com
Banana Republic,254 Greenwich Ave,Greenwich,CT,06830-6507,Fairfield,Not in Sample,Not in Sample,Monique Perez,Manager,16,2860800,Apparel and Accessory Stores (Stores),5651,Family Clothing Stores,www.bananarepublic.com
Richard W Squeri Agency,698 Main St,Branford,CT,06405-3615,New Haven,Not in Sample,Not in Sample,Alan R House,Owner,4,937020,"Insurance Brokers, Agents and Services (Insurance)",6411,"Insurance Agents, Brokers, And Service",www.squeri.com
